科类方向代码,科类方向名称,院校代码,院校名称,专业代码,专业名称,计划数,综合分,位次号
B,美术与设计类,4542,南宁学院,12,工艺美术,2,517,B-12494
B,美术与设计类,5012,重庆城市科技学院,29,摄影,5,517,B-12544
B,美术与设计类,5108,成都银杏酒店管理学院,4,设计学类,5,517,B-12344
B,美术与设计类,5315,滇池学院,2,视觉传达设计,6,517,B-12437
B,美术与设计类,5322,昆明城市学院,3,美术学,2,517,B-12387
B,美术与设计类,5322,昆明城市学院,5,视觉传达设计,4,517,B-12461
Cb,音乐类音乐表演声乐方向,3314,南京传媒学院,9,音乐表演,6,517,Cb00882
Cb,音乐类音乐表演声乐方向,5333,云南艺术学院,5,音乐表演（民族声乐）,1,517,Cb00871
Cc,音乐类音乐教育器乐主项,4513,广西师范大学,9,音乐学(师范),2,517,Cc00809
Cd,音乐类音乐教育声乐主项,3725,曲阜师范大学,4,音乐学(师范),2,517,Cd00823
M,书法类,22,绍兴文理学院,41,书法学(师范),15,517,M-00111
B,美术与设计类,1114,北京工业大学耿丹学院,11,设计学类,1,517,B-12427
B,美术与设计类,1314,河北传媒学院,20,漫画,2,517,B-12455
B,美术与设计类,3137,上海立达学院,3,摄影,1,517,B-12383
B,美术与设计类,59,浙江广厦建设职业技术大学,24,产品设计,44,516,B-12654
B,美术与设计类,59,浙江广厦建设职业技术大学,26,环境艺术设计,42,516,B-12730
B,美术与设计类,61,金华职业技术大学,544,产品艺术设计,20,516,B-12750
B,美术与设计类,1114,北京工业大学耿丹学院,11,设计学类,18,516,B-12735
B,美术与设计类,1314,河北传媒学院,18,摄影,3,516,B-12602
B,美术与设计类,3123,上海工艺美术职业学院,503,数字媒体艺术设计,4,516,B-12677
B,美术与设计类,3287,苏州工艺美术职业技术学院,502,视觉传达设计,4,516,B-12608
B,美术与设计类,3621,江西科技学院,4,服装与服饰设计,7,516,B-12754
B,美术与设计类,3643,景德镇艺术职业大学,2,绘画,2,516,B-12624
B,美术与设计类,3706,烟台科技学院,6,美术学,5,516,B-12595
B,美术与设计类,4452,广东理工学院,9,视觉传达设计,3,516,B-12713
B,美术与设计类,4468,华南农业大学珠江学院,6,数字媒体艺术,6,516,B-12667
B,美术与设计类,5315,滇池学院,1,绘画,2,516,B-12646
B,美术与设计类,5315,滇池学院,28,艺术与科技,4,516,B-12573
B,美术与设计类,5323,昆明文理学院,13,视觉传达设计,5,516,B-12643
B,美术与设计类,6103,陕西服装工程学院,6,环境设计,3,516,B-12668
Ca,音乐类音乐表演器乐方向,1418,中北大学,31,音乐学,1,516,Ca00890
Ca,音乐类音乐表演器乐方向,5333,云南艺术学院,7,音乐表演（键盘演奏）,2,516,Ca00892
Ea,表(导)演类戏剧影视表演方向,4601,海口经济学院,2,表演（电影电视表演）,6,516,Ea01030
Ea,表(导)演类戏剧影视表演方向,4601,海口经济学院,3,表演（影视表演）,2,516,Ea01021
G,播音与主持类,65,浙江越秀外国语学院,31,播音与主持艺术,65,516,G-00825
M,书法类,3642,景德镇陶瓷大学,12,书法学,2,516,M-00112
B,美术与设计类,3137,上海立达学院,5,环境设计,2,516,B-12658
B,美术与设计类,4094,武汉工程科技学院,17,数字媒体艺术,1,516,B-12717
B,美术与设计类,4522,桂林信息科技学院,3,数字媒体艺术,1,516,B-12737
B,美术与设计类,59,浙江广厦建设职业技术大学,23,工艺美术,37,515,B-12808
B,美术与设计类,1141,北京邮电大学世纪学院,14,数字媒体艺术,25,515,B-12788
B,美术与设计类,2229,长春建筑学院,17,视觉传达设计,5,515,B-12859
B,美术与设计类,3521,福州外语外贸学院,33,服装与服饰设计(中外合作办学),8,515,B-12952
B,美术与设计类,3613,江西服装学院,1,服装与服饰设计,23,515,B-12842
B,美术与设计类,3621,江西科技学院,8,影视摄影与制作,12,515,B-12923
B,美术与设计类,3756,山东英才学院,6,视觉传达设计,10,515,B-12878
B,美术与设计类,4468,华南农业大学珠江学院,4,环境设计,2,515,B-12824
B,美术与设计类,4501,北海艺术设计学院,4,美术学,10,515,B-12838
B,美术与设计类,4522,桂林信息科技学院,1,视觉传达设计,4,515,B-12844
B,美术与设计类,4522,桂林信息科技学院,3,数字媒体艺术,5,515,B-12919
B,美术与设计类,4601,海口经济学院,11,视觉传达设计（影视美术设计）,2,515,B-12905
B,美术与设计类,4603,三亚学院,6,数字媒体艺术,10,515,B-12892
B,美术与设计类,4603,三亚学院,7,动画,5,515,B-12897
B,美术与设计类,5315,滇池学院,3,环境设计,6,515,B-12890
B,美术与设计类,5323,昆明文理学院,12,环境设计,3,515,B-12803
B,美术与设计类,6211,兰州工商学院,17,视觉传达设计,3,515,B-12886
Cb,音乐类音乐表演声乐方向,4308,长沙学院,36,音乐学（声乐）,3,515,Cb00922
Cc,音乐类音乐教育器乐主项,21,湖州师范学院,5,音乐学(师范),31,515,Cc00833
Cc,音乐类音乐教育器乐主项,4330,湖南科技大学,2,音乐学,1,515,Cc00842
Cd,音乐类音乐教育声乐主项,3537,泉州师范学院,35,音乐学(师范),2,515,Cd00864
Cd,音乐类音乐教育声乐主项,4029,湖北师范大学,2,音乐学(师范),2,515,Cd00867
Ea,表(导)演类戏剧影视表演方向,41,浙江艺术职业学院,522,表演艺术,8,515,Ea01038
G,播音与主持类,4040,汉口学院,5,播音与主持艺术,10,515,G-00837
M,书法类,3537,泉州师范学院,37,书法学(师范),2,515,M-00116
B,美术与设计类,1141,北京邮电大学世纪学院,14,数字媒体艺术,3,515,B-12945
B,美术与设计类,4094,武汉工程科技学院,16,摄影,1,515,B-12911
B,美术与设计类,1314,河北传媒学院,17,绘画,6,514,B-13067
B,美术与设计类,2154,沈阳工学院,15,设计学类,12,514,B-13134
B,美术与设计类,2229,长春建筑学院,19,产品设计,2,514,B-13027
B,美术与设计类,2229,长春建筑学院,22,艺术与科技,2,514,B-12987
B,美术与设计类,2305,黑龙江工商学院,1,视觉传达设计,3,514,B-13016
B,美术与设计类,3614,南昌工学院,36,摄影,8,514,B-12999
B,美术与设计类,3621,江西科技学院,2,环境设计,80,514,B-13020
B,美术与设计类,3706,烟台科技学院,7,摄影,5,514,B-13021
B,美术与设计类,3771,青岛电影学院,4,摄影,3,514,B-13154
B,美术与设计类,4056,武汉晴川学院,16,影视摄影与制作,9,514,B-13084
B,美术与设计类,4347,湖南文理学院,19,视觉传达设计(中外合作办学),8,514,B-12975
B,美术与设计类,4468,华南农业大学珠江学院,3,产品设计,2,514,B-12983
B,美术与设计类,4468,华南农业大学珠江学院,5,视觉传达设计,4,514,B-13144
B,美术与设计类,4507,柳州工学院,2,视觉传达设计,15,514,B-13001
B,美术与设计类,4603,三亚学院,2,视觉传达设计,10,514,B-13002
B,美术与设计类,4603,三亚学院,3,环境设计,10,514,B-13142
B,美术与设计类,4603,三亚学院,4,产品设计,5,514,B-13007
B,美术与设计类,5315,滇池学院,5,服装与服饰设计,2,514,B-12997
B,美术与设计类,5322,昆明城市学院,6,环境设计,3,514,B-13042
B,美术与设计类,5325,云南经济管理学院,16,环境设计,2,514,B-12979
B,美术与设计类,5325,云南经济管理学院,17,美术学,2,514,B-13022
B,美术与设计类,6121,西安工商学院,12,影视摄影与制作,2,514,B-13139
Ca,音乐类音乐表演器乐方向,1418,中北大学,30,音乐表演,2,514,Ca00920
Cc,音乐类音乐教育器乐主项,4099,江汉大学,6,音乐学(师范),5,514,Cc00852
Cd,音乐类音乐教育声乐主项,3637,江西中医药大学,1,音乐治疗（声乐）,3,514,Cd00882
Eb,表(导)演类服装表演方向,1164,中华女子学院,4,表演（服装表演）,4,514,Eb00089
Eb,表(导)演类服装表演方向,4079,武汉体育学院,6,表演（服装表演）,2,514,Eb00087
M,书法类,3654,上饶师范学院,3,书法学(师范),3,514,M-00119
B,美术与设计类,1314,河北传媒学院,22,环境设计,4,514,B-13174
B,美术与设计类,4357,张家界学院,8,环境设计,1,514,B-13139
B,美术与设计类,4535,广西外国语学院,30,艺术设计学,1,514,B-13000
Ea,表(导)演类戏剧影视表演方向,1112,北京金融科技学院,18,表演,2,514,Ea01064
B,美术与设计类,22,绍兴文理学院,501,艺术设计,90,513,
B,美术与设计类,41,浙江艺术职业学院,513,动漫设计,38,513,
B,美术与设计类,41,浙江艺术职业学院,514,服装与服饰设计,35,513,
B,美术与设计类,41,浙江艺术职业学院,515,广告艺术设计,34,513,
B,美术与设计类,41,浙江艺术职业学院,516,舞台艺术设计与制作,38,513,
B,美术与设计类,41,浙江艺术职业学院,519,展示艺术设计,52,513,
B,美术与设计类,41,浙江艺术职业学院,520,民族传统技艺,60,513,
B,美术与设计类,45,浙江机电职业技术大学,526,影视多媒体技术,35,513,
B,美术与设计类,45,浙江机电职业技术大学,529,产品艺术设计,35,513,
B,美术与设计类,46,浙江商业职业技术学院,530,艺术设计（产品设计）,32,513,
B,美术与设计类,46,浙江商业职业技术学院,531,视觉传达设计,40,513,
B,美术与设计类,46,浙江商业职业技术学院,532,数字媒体艺术设计,40,513,
B,美术与设计类,50,浙江金融职业学院,519,广告艺术设计,70,513,
B,美术与设计类,52,浙江建设职业技术学院,517,数字媒体艺术设计,33,513,
B,美术与设计类,52,浙江建设职业技术学院,518,室内艺术设计,60,513,
B,美术与设计类,52,浙江建设职业技术学院,534,数字媒体艺术设计(中外合作办学),25,513,
B,美术与设计类,60,杭州职业技术学院,517,动漫设计,36,513,
B,美术与设计类,61,金华职业技术大学,545,服装与服饰设计,29,513,
B,美术与设计类,61,金华职业技术大学,546,环境艺术设计,20,513,B-13212
B,美术与设计类,61,金华职业技术大学,548,数字媒体艺术设计(中外合作办学),45,513,
B,美术与设计类,62,义乌工商职业技术学院,528,数字媒体艺术设计,20,513,
B,美术与设计类,63,宁波职业技术学院,524,艺术设计,20,513,
B,美术与设计类,63,宁波职业技术学院,525,数字媒体艺术设计,30,513,
B,美术与设计类,64,温州职业技术学院,527,视觉传达设计,35,513,
B,美术与设计类,106,浙江同济科技职业学院,529,数字媒体艺术设计,11,513,
B,美术与设计类,126,温州商学院,511,视觉传达设计,30,513,
B,美术与设计类,1112,北京金融科技学院,14,视觉传达设计,25,513,
B,美术与设计类,1112,北京金融科技学院,15,摄影,2,513,B-13287
B,美术与设计类,1112,北京金融科技学院,16,数字媒体艺术,25,513,
B,美术与设计类,1112,北京金融科技学院,19,艺术与科技,10,513,
B,美术与设计类,1150,首都师范大学科德学院,9,数字媒体艺术,24,513,
B,美术与设计类,1150,首都师范大学科德学院,10,视觉传达设计,18,513,
B,美术与设计类,1150,首都师范大学科德学院,11,环境设计,16,513,
B,美术与设计类,1150,首都师范大学科德学院,12,艺术设计学（数字展示设计、建筑景观设计）,16,513,
B,美术与设计类,1150,首都师范大学科德学院,13,摄影（影视摄影、图片摄影、无人机航拍）,3,513,
B,美术与设计类,1211,天津仁爱学院,33,环境设计,6,513,B-13356
B,美术与设计类,1244,天津市职业大学,518,视觉传达设计,7,513,
B,美术与设计类,1304,燕京理工学院,8,摄影,2,513,
B,美术与设计类,1314,河北传媒学院,20,漫画,4,513,
B,美术与设计类,2203,长春光华学院,31,影视摄影与制作,4,513,
B,美术与设计类,2203,长春光华学院,32,影视摄影与制作（电影特效方向）,2,513,B-13280
B,美术与设计类,2203,长春光华学院,37,视觉传达设计,15,513,
B,美术与设计类,2203,长春光华学院,38,环境设计,20,513,
B,美术与设计类,2203,长春光华学院,39,产品设计,20,513,
B,美术与设计类,2203,长春光华学院,40,数字媒体艺术,15,513,
B,美术与设计类,2204,长春大学旅游学院,14,动画,15,513,
B,美术与设计类,2204,长春大学旅游学院,15,戏剧影视美术设计,5,513,
B,美术与设计类,2208,长春工业大学人文信息学院,27,环境设计,6,513,
B,美术与设计类,2208,长春工业大学人文信息学院,28,视觉传达设计,8,513,
B,美术与设计类,2208,长春工业大学人文信息学院,29,数字媒体艺术,6,513,
B,美术与设计类,2211,长春电子科技学院,18,视觉传达设计,21,513,
B,美术与设计类,2228,吉林建筑科技学院,26,环境设计,36,513,
B,美术与设计类,2228,吉林建筑科技学院,27,视觉传达设计,11,513,
B,美术与设计类,2228,吉林建筑科技学院,28,公共艺术,9,513,
B,美术与设计类,2228,吉林建筑科技学院,29,数字媒体艺术,19,513,
B,美术与设计类,2229,长春建筑学院,16,动画,5,513,B-13369
B,美术与设计类,2229,长春建筑学院,20,公共艺术,2,513,
B,美术与设计类,2232,长春科技学院,25,视觉传达设计,5,513,
B,美术与设计类,2232,长春科技学院,27,数字媒体艺术,5,513,
B,美术与设计类,2235,吉林师范大学博达学院,7,视觉传达设计,10,513,
B,美术与设计类,2305,黑龙江工商学院,2,环境设计,5,513,
B,美术与设计类,3108,上海邦德职业技术学院,519,艺术设计（视觉传达）,6,513,
B,美术与设计类,3111,上海出版印刷高等专科学校,513,游戏艺术设计,4,513,
B,美术与设计类,3116,上海电影艺术职业学院,503,人物形象设计（影视服装与化妆）,10,513,
B,美术与设计类,3116,上海电影艺术职业学院,511,影视动画（高本贯通）,25,513,
B,美术与设计类,3123,上海工艺美术职业学院,501,游戏艺术设计,4,513,
B,美术与设计类,3123,上海工艺美术职业学院,505,环境艺术设计,4,513,
B,美术与设计类,3123,上海工艺美术职业学院,507,首饰设计与工艺,2,513,
B,美术与设计类,3123,上海工艺美术职业学院,509,玉器设计与工艺,2,513,
B,美术与设计类,3123,上海工艺美术职业学院,510,产品艺术设计,4,513,B-13347
B,美术与设计类,3137,上海立达学院,515,艺术设计（室内与景观设计）,8,513,
B,美术与设计类,3229,江苏农林职业技术学院,518,环境艺术设计,12,513,
B,美术与设计类,3287,苏州工艺美术职业技术学院,509,工艺美术品设计,2,513,
B,美术与设计类,3287,苏州工艺美术职业技术学院,510,广告艺术设计,4,513,
B,美术与设计类,3287,苏州工艺美术职业技术学院,511,室内艺术设计,5,513,
B,美术与设计类,3287,苏州工艺美术职业技术学院,513,首饰设计与工艺,2,513,
B,美术与设计类,3321,无锡工艺职业技术学院,504,服装与服饰设计,6,513,
B,美术与设计类,3538,泉州信息工程学院,23,视觉传达设计(中外合作办学),17,513,B-13312
B,美术与设计类,3538,泉州信息工程学院,24,环境设计(中外合作办学),17,513,
B,美术与设计类,3538,泉州信息工程学院,25,数字媒体艺术(中外合作办学),17,513,B-13186
B,美术与设计类,3756,山东英才学院,7,环境设计,10,513,B-13222
B,美术与设计类,3784,泰山科技学院,14,视觉传达设计,3,513,B-13223
B,美术与设计类,4069,武昌理工学院,514,数字媒体艺术设计,5,513,
B,美术与设计类,4071,武汉纺织大学外经贸学院,510,服装与服饰设计,3,513,
B,美术与设计类,4094,武汉工程科技学院,16,摄影,10,513,
B,美术与设计类,4357,张家界学院,8,环境设计,2,513,
B,美术与设计类,4501,北海艺术设计学院,3,动画,70,513,
B,美术与设计类,4501,北海艺术设计学院,5,绘画,12,513,
B,美术与设计类,4501,北海艺术设计学院,6,雕塑,2,513,
B,美术与设计类,4501,北海艺术设计学院,9,视觉传达设计,100,513,
B,美术与设计类,4501,北海艺术设计学院,10,环境设计,50,513,
B,美术与设计类,4501,北海艺术设计学院,11,产品设计,10,513,
B,美术与设计类,4501,北海艺术设计学院,12,服装与服饰设计,10,513,
B,美术与设计类,4501,北海艺术设计学院,13,数字媒体艺术,95,513,
B,美术与设计类,4507,柳州工学院,1,环境设计,15,513,
B,美术与设计类,4507,柳州工学院,3,产品设计,15,513,
B,美术与设计类,4507,柳州工学院,4,服装与服饰设计,15,513,
B,美术与设计类,4507,柳州工学院,5,动画,10,513,
B,美术与设计类,4522,桂林信息科技学院,2,产品设计,5,513,
B,美术与设计类,4522,桂林信息科技学院,4,动画,8,513,
B,美术与设计类,4535,广西外国语学院,30,艺术设计学,5,513,
B,美术与设计类,4535,广西外国语学院,31,美术学,5,513,
B,美术与设计类,4535,广西外国语学院,32,环境设计,5,513,
B,美术与设计类,4538,南宁理工学院,1,视觉传达设计,5,513,B-13268
B,美术与设计类,4538,南宁理工学院,2,环境设计,5,513,
B,美术与设计类,4538,南宁理工学院,5,数字媒体艺术,5,513,B-13303
B,美术与设计类,4538,南宁理工学院,16,艺术与科技,5,513,
B,美术与设计类,4601,海口经济学院,5,摄影（影视摄影）,2,513,
B,美术与设计类,4601,海口经济学院,12,服装与服饰设计,2,513,B-13237
B,美术与设计类,4601,海口经济学院,15,产品设计（设计商学）,2,513,
B,美术与设计类,4601,海口经济学院,16,艺术与科技（电子竞技运营与设计）,3,513,
B,美术与设计类,4603,三亚学院,5,服装与服饰设计,5,513,B-13249
B,美术与设计类,5138,四川文化艺术学院,10,视觉传达设计(中外合作办学),2,513,
B,美术与设计类,5316,丽江文化旅游学院,26,视觉传达设计,33,513,
B,美术与设计类,5316,丽江文化旅游学院,27,环境设计,30,513,
B,美术与设计类,5316,丽江文化旅游学院,30,数字媒体艺术,5,513,
B,美术与设计类,6408,宁夏理工学院,34,环境设计,4,513,B-13335
Ca,音乐类音乐表演器乐方向,2119,大连艺术学院,2,音乐表演（乐器演奏）,1,513,Ca00942
Cb,音乐类音乐表演声乐方向,4212,河南理工大学,19,音乐表演,5,513,Cb00993
Cb,音乐类音乐表演声乐方向,5105,四川传媒学院,1,音乐表演,1,513,Cb00972
Cc,音乐类音乐教育器乐主项,22,绍兴文理学院,46,音乐学(师范),30,513,Cc00879
D,舞蹈类,6142,西安音乐学院,7,舞蹈学,1,513,D-00111
Ea,表(导)演类戏剧影视表演方向,5165,四川电影电视学院,502,表演艺术,5,513,Ea01082
M,书法类,4468,华南农业大学珠江学院,12,书法学,1,513,M-00122
M,书法类,4518,广西艺术学院,17,书法学,2,513,M-00120
B,美术与设计类,5138,四川文化艺术学院,10,视觉传达设计(中外合作办学),1,513,B-13344
Ea,表(导)演类戏剧影视表演方向,4044,江汉艺术职业学院,507,戏剧影视表演,3,513,Ea01087
Cc,音乐类音乐教育器乐主项,3637,江西中医药大学,2,音乐治疗（器乐）,4,512,Cc00907
Cc,音乐类音乐教育器乐主项,3690,南昌师范学院,2,音乐学（器乐）(师范),1,512,Cc00892
D,舞蹈类,20,杭州师范大学,53,舞蹈学(师范),50,512,D-00113
Ea,表(导)演类戏剧影视表演方向,3111,上海出版印刷高等专科学校,517,戏剧影视表演,7,512,Ea01100
Eb,表(导)演类服装表演方向,3120,上海工程技术大学,14,航空服务艺术与管理,4,512,Eb00097
M,书法类,3657,宜春学院,22,书法学(师范),2,512,M-00124
B,美术与设计类,60,杭州职业技术学院,517,动漫设计,7,512,B-13371
B,美术与设计类,2203,长春光华学院,31,影视摄影与制作,3,512,B-13524
B,美术与设计类,2203,长春光华学院,37,视觉传达设计,4,512,B-13481
B,美术与设计类,2203,长春光华学院,40,数字媒体艺术,6,512,B-13525
B,美术与设计类,2208,长春工业大学人文信息学院,29,数字媒体艺术,2,512,B-13489
B,美术与设计类,2229,长春建筑学院,20,公共艺术,1,512,B-13517
B,美术与设计类,3123,上海工艺美术职业学院,507,首饰设计与工艺,1,512,B-13383
B,美术与设计类,3287,苏州工艺美术职业技术学院,504,产品艺术设计,2,512,B-13443
B,美术与设计类,3287,苏州工艺美术职业技术学院,509,工艺美术品设计,1,512,B-13372
B,美术与设计类,3538,泉州信息工程学院,24,环境设计(中外合作办学),13,512,B-13465
B,美术与设计类,3784,泰山科技学院,15,影视摄影与制作,3,512,B-13431
B,美术与设计类,4501,北海艺术设计学院,6,雕塑,1,512,B-13530
B,美术与设计类,4507,柳州工学院,5,动画,1,512,B-13411
B,美术与设计类,4522,桂林信息科技学院,2,产品设计,2,512,B-13483
B,美术与设计类,4535,广西外国语学院,31,美术学,3,512,B-13527
B,美术与设计类,4538,南宁理工学院,1,视觉传达设计,1,512,B-13386
B,美术与设计类,4538,南宁理工学院,16,艺术与科技,4,512,B-13487
B,美术与设计类,5315,滇池学院,1,绘画,1,512,B-13526
B,美术与设计类,5315,滇池学院,28,艺术与科技,1,512,B-13402
Ca,音乐类音乐表演器乐方向,3731,山东大学,40,音乐学（小提琴）,2,511,Ca00970
Cc,音乐类音乐教育器乐主项,3201,常熟理工学院,4,音乐学(师范),1,511,Cc00919
Cc,音乐类音乐教育器乐主项,6135,西安石油大学,2,音乐学,2,511,Cc00914
Cd,音乐类音乐教育声乐主项,3603,赣南师范大学,36,音乐学（声乐）(师范),2,511,Cd00924
Cd,音乐类音乐教育声乐主项,4518,广西艺术学院,25,音乐教育(师范),5,511,Cd00923
Eb,表(导)演类服装表演方向,1102,北京城市学院,4,表演（模特表演）,1,511,Eb00099
Eb,表(导)演类服装表演方向,1247,中国民航大学,12,航空服务艺术与管理,16,511,Eb00102
M,书法类,5138,四川文化艺术学院,8,书法学,2,511,M-00130
B,美术与设计类,61,金华职业技术大学,545,服装与服饰设计,17,511,B-13735
B,美术与设计类,2305,黑龙江工商学院,2,环境设计,3,511,B-13700
B,美术与设计类,3123,上海工艺美术职业学院,501,游戏艺术设计,3,511,B-13563
B,美术与设计类,3123,上海工艺美术职业学院,502,动漫设计,3,511,B-13569
B,美术与设计类,3123,上海工艺美术职业学院,508,工艺美术品设计,2,511,B-13614
B,美术与设计类,3123,上海工艺美术职业学院,511,服装与服饰设计,4,511,B-13742
B,美术与设计类,4501,北海艺术设计学院,13,数字媒体艺术,27,511,B-13592
B,美术与设计类,4507,柳州工学院,3,产品设计,10,511,B-13686
B,美术与设计类,4522,桂林信息科技学院,4,动画,4,511,B-13616
B,美术与设计类,4535,广西外国语学院,32,环境设计,4,511,B-13639
B,美术与设计类,4538,南宁理工学院,2,环境设计,4,511,B-13669
B,美术与设计类,4538,南宁理工学院,4,艺术设计学,5,511,B-13663
B,美术与设计类,6121,西安工商学院,12,影视摄影与制作,1,511,B-13726
B,美术与设计类,6211,兰州工商学院,18,产品设计（文化创意产品方向）,3,511,B-13581
Ea,表(导)演类戏剧影视表演方向,1150,首都师范大学科德学院,16,表演（影视表演）,1,511,Ea01124
Cd,音乐类音乐教育声乐主项,23,台州学院,4,音乐学(师范),29,510,Cd00938
M,书法类,1102,北京城市学院,7,书法学（书法教育）,4,510,M-00134
M,书法类,5012,重庆城市科技学院,30,书法学,2,510,M-00133
B,美术与设计类,2203,长春光华学院,39,产品设计,15,510,B-13869
B,美术与设计类,2208,长春工业大学人文信息学院,28,视觉传达设计,4,510,B-13788
B,美术与设计类,2232,长春科技学院,27,数字媒体艺术,3,510,B-13819
B,美术与设计类,2235,吉林师范大学博达学院,7,视觉传达设计,5,510,B-13893
B,美术与设计类,3118,上海东海职业技术学院,523,影视动画（高本贯通）,3,510,B-13910
B,美术与设计类,3123,上海工艺美术职业学院,504,展示艺术设计,3,510,B-13776
B,美术与设计类,3287,苏州工艺美术职业技术学院,501,艺术设计,2,510,B-13838
B,美术与设计类,3287,苏州工艺美术职业技术学院,510,广告艺术设计,3,510,B-13907
B,美术与设计类,4501,北海艺术设计学院,9,视觉传达设计,65,510,B-13850
B,美术与设计类,4501,北海艺术设计学院,11,产品设计,6,510,B-13868
B,美术与设计类,4507,柳州工学院,1,环境设计,10,510,B-13878
B,美术与设计类,5316,丽江文化旅游学院,30,数字媒体艺术,8,510,B-13778
G,播音与主持类,4538,南宁理工学院,3,播音与主持艺术,1,510,G-00906
Cb,音乐类音乐表演声乐方向,3640,井冈山大学,1,音乐学（声乐）(师范),3,509,Cb01058
Cb,音乐类音乐表演声乐方向,4336,湖南女子学院,5,音乐表演（声乐）,2,509,Cb01054
M,书法类,1314,河北传媒学院,19,书法学,2,509,M-00141
B,美术与设计类,63,宁波职业技术学院,525,数字媒体艺术设计,21,509,B-13965
B,美术与设计类,1112,北京金融科技学院,14,视觉传达设计,18,509,B-14068
B,美术与设计类,1112,北京金融科技学院,16,数字媒体艺术,14,509,B-14092
B,美术与设计类,2203,长春光华学院,33,影视摄影与制作（电影导演方向）,2,509,B-13950
B,美术与设计类,2203,长春光华学院,38,环境设计,19,509,B-14043
B,美术与设计类,2204,长春大学旅游学院,15,戏剧影视美术设计,4,509,B-14024
B,美术与设计类,2208,长春工业大学人文信息学院,27,环境设计,4,509,B-13984
B,美术与设计类,2232,长春科技学院,25,视觉传达设计,4,509,B-14050
B,美术与设计类,3111,上海出版印刷高等专科学校,512,数字媒体艺术设计（多媒体设计与制作）,3,509,B-13944
B,美术与设计类,3123,上海工艺美术职业学院,505,环境艺术设计,3,509,B-14093
B,美术与设计类,3287,苏州工艺美术职业技术学院,508,游戏艺术设计,3,509,B-13947
B,美术与设计类,4501,北海艺术设计学院,12,服装与服饰设计,8,509,B-14067
B,美术与设计类,4538,南宁理工学院,7,摄影,5,509,B-14009
Ca,音乐类音乐表演器乐方向,3640,井冈山大学,2,音乐学（器乐）(师范),3,508,Ca01034
Cd,音乐类音乐教育声乐主项,4445,广东海洋大学,17,音乐学,4,508,Cd00980
Ea,表(导)演类戏剧影视表演方向,4115,湖北艺术职业学院,507,戏剧影视表演,4,508,Ea01172
Eb,表(导)演类服装表演方向,4463,惠州学院,1,表演（服装表演）,4,508,Eb00112
B,美术与设计类,22,绍兴文理学院,501,艺术设计,67,508,B-14156
B,美术与设计类,61,金华职业技术大学,548,数字媒体艺术设计(中外合作办学),29,508,B-14220
B,美术与设计类,63,宁波职业技术学院,524,艺术设计,17,508,B-14297
B,美术与设计类,1150,首都师范大学科德学院,9,数字媒体艺术,14,508,B-14263
B,美术与设计类,2204,长春大学旅游学院,16,视觉传达设计,10,508,B-14295
B,美术与设计类,2228,吉林建筑科技学院,27,视觉传达设计,9,508,B-14162
B,美术与设计类,2228,吉林建筑科技学院,29,数字媒体艺术,16,508,B-14271
B,美术与设计类,3123,上海工艺美术职业学院,506,公共艺术设计,4,508,B-14130
B,美术与设计类,3123,上海工艺美术职业学院,509,玉器设计与工艺,1,508,B-14149
B,美术与设计类,3287,苏州工艺美术职业技术学院,515,影视动画,3,508,B-14121
B,美术与设计类,4501,北海艺术设计学院,7,摄影,6,508,B-14230
B,美术与设计类,4507,柳州工学院,4,服装与服饰设计,12,508,B-14202
B,美术与设计类,4601,海口经济学院,4,摄影,2,508,B-14306
B,美术与设计类,4601,海口经济学院,15,产品设计（设计商学）,1,508,B-14299
B,美术与设计类,5316,丽江文化旅游学院,26,视觉传达设计,30,508,B-14277
B,美术与设计类,5322,昆明城市学院,4,摄影,3,508,B-14183
Ca,音乐类音乐表演器乐方向,3544,厦门大学嘉庚学院,45,音乐表演,4,507,Ca01061
Cb,音乐类音乐表演声乐方向,3103,上海视觉艺术学院,15,流行音乐（流行演唱）,5,507,Cb01103
Cc,音乐类音乐教育器乐主项,23,台州学院,5,音乐学(师范),29,507,Cc00988
Cc,音乐类音乐教育器乐主项,3314,南京传媒学院,12,音乐教育,2,507,Cc00990
Cd,音乐类音乐教育声乐主项,3263,南京特殊教育师范学院,17,音乐学(师范),2,507,Cd01004
Ea,表(导)演类戏剧影视表演方向,5138,四川文化艺术学院,502,戏剧影视表演,3,507,Ea01178
G,播音与主持类,74,宁波财经学院,43,播音与主持艺术,67,507,G-00933
B,美术与设计类,41,浙江艺术职业学院,513,动漫设计,33,507,B-14494
B,美术与设计类,1112,北京金融科技学院,19,艺术与科技,8,507,B-14332
B,美术与设计类,2203,长春光华学院,36,摄影,8,507,B-14493
B,美术与设计类,2211,长春电子科技学院,18,视觉传达设计,19,507,B-14423
B,美术与设计类,2229,长春建筑学院,18,环境设计,8,507,B-14381
B,美术与设计类,3287,苏州工艺美术职业技术学院,505,服装与服饰设计,3,507,B-14420
B,美术与设计类,3287,苏州工艺美术职业技术学院,513,首饰设计与工艺,1,507,B-14402
B,美术与设计类,3321,无锡工艺职业技术学院,501,视觉传达设计,3,507,B-14473
B,美术与设计类,4501,北海艺术设计学院,3,动画,63,507,B-14368
B,美术与设计类,4501,北海艺术设计学院,5,绘画,10,507,B-14467
B,美术与设计类,4501,北海艺术设计学院,10,环境设计,44,507,B-14471
